description,type,model,location,condition,latitude,longitude
Seat - Unclassified - Boyd Community Hub,Seat,Seat - Unclassified,"Boyd Community Hub approximately 68m NW of 132 Kavanagh Street, Southbank, 3006",5.0,-37.8259175362948,144.96088268635063
Picnic Setting - unspecified - Riverside Quay (SOUTHBANK),Picnic Setting,Picnic Setting - unspecified,Riverside Quay Reserve,4.0,-37.82107564681055,144.96405057830592
Seat - Unclassified - Boyd Community Hub,Seat,Seat - Unclassified,"Boyd Community Hub approximately 43m SE of City Road Park, 135 Queens Bridge Street, Southbank, 3006",5.0,-37.82571611757987,144.9606273771142
Picnic Setting - unspecified - Boyd Community Hub,Picnic Setting,Picnic Setting - unspecified,"Kavanagh Street between Balston Street and Kings Way approximately 34m SW of 25 Balston Street, Southbank, 3006",5.0,-37.82603348534172,144.9618853084932
Seat - Timber Bench - Boyd Community Hub,Seat,Seat - Timber Bench,"Boyd Community Hub approximately 29m South of Central Equity Limited, Ground, 205 City Road, Southbank, 3006",5.0,-37.825377958271226,144.9611506665208
Seat - Timber Bench - University Square,Seat,Seat - Timber Bench,"University Square approximately 39m SW of 182-208 Leicester Street, Carlton, 3053",5.0,-37.80151485094227,144.96058477921645
Seat - Unclassified - Hub@Docklands,Seat,Seat - Unclassified,"Hub@Docklands approximately 36m North of Docklands Community Hub Reserve, UprGround, 52-66 Harbour Esplanade, Docklands, 3008",5.0,-37.820312186797416,144.9476334142599
Seat - Straight Seat - Wooden Battens - Type 2 - Gardiner Reserve,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Gardiner Reserve approximately 25m NW of 153 O'Shanassy Street, North Melbourne, 3051",5.0,-37.7996028889441,144.94406095942773
Seat - Straight Seat - Wooden Battens - Type 2 - Royal Australasian College Of Surgeons,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Royal Australasian College Of Surgeons approximately 57m East of Australian Unity Limited, Mission Building, 261-265 Spring Street, Melbourne, 3000",4.0,-37.808819548643214,144.97227540153924
Seat - Straight Seat - Wooden Battens - Type 2 - North Melbourne Community Centre (Open Space),Seat,Seat - Straight Seat - Wooden Battens - Type 2,"North Melbourne Community Centre approximately 66m West of 25 Smyth Mews, North Melbourne, 3051",3.0,-37.79297494606193,144.94005519387056
Seat - Straight Seat - Wooden Battens - Type 2 - North Melbourne Community Centre (Open Space),Seat,Seat - Straight Seat - Wooden Battens - Type 2,"North Melbourne Community Centre approximately 74m NE of St Aloysius College, 73 Boundary Road, North Melbourne, 3051",3.0,-37.79236021279214,144.93983129257057
Seat - Straight Seat - Wooden Battens - Type 2 - Boyd Community Hub,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Boyd Community Hub approximately 14m NE of 132 Kavanagh Street, Southbank, 3006",5.0,-37.82617226424324,144.9615624647705
Picnic Setting - unspecified - Boyd Community Hub,Picnic Setting,Picnic Setting - unspecified,"Kavanagh Street between Balston Street and Kings Way approximately 29m SW of 25 Balston Street, Southbank, 3006",5.0,-37.82599283295771,144.96189517519315
Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Fawkner Park approximately 71m South of Simonds Hall, 120W Toorak Road, South Yarra, 3141",5.0,-37.838372294074205,144.9825476174639
Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Fawkner Park,5.0,-37.839255681563,144.98415009664194
Drinking Fountain - Leaf Type - With Bottle Refill Tap - JJ Holland Park,Drinking Fountain,Drinking Fountain - Leaf Type - With Bottle Refill Tap,"J J Holland Park approximately 63m South of Altona Street Reserve, 74 Altona Street, Kensington, 3031",5.0,-37.79786751874929,144.92606408339236
Drinking Fountain - Leaf Type - Dog Bowl  - Canning & Palmerston St Reserve,Drinking Fountain,Drinking Fountain - Leaf Type - Dog Bowl,Canning & Palmerston Street Reserve,5.0,-37.796396827991096,144.97292609129818
Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Collins Street between Navigation Drive and Merchant Street approximately 15m SE of Chia Chia, 2-4 Import Lane, Docklands, 3008",3.3,-37.82140154707113,144.9450978969664
Seat - Urban Design Park Style - Green Powder Coat -Warun Biik Park,Seat,,"Warun Biik Park approximately 66m SE of 70 Henry Street, Kensington, 3031",3.0,-37.7963480227104,144.92650258852976
Seat - Wooden Bench,Seat,Seat - Wooden Bench,"South Wharf Promenade approximately 14m East of Charlie Lovett, 43 South Wharf Promenade, South Wharf, 3006",2.11,-37.82403867664039,144.95076123106205
Seat - Straight Seat - Wooden Battens - Type 2 - Queen Victoria Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Queen Victoria Gardens,4.0,-37.82149558604932,144.96966548458616
Seat - Straight Seat - Wooden Battens - Type 2 - Docklands Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Docklands Park approximately 33m East of Wise Earth Property Group, 791 Bourke Street, Docklands, 3008",4.0,-37.8194786708929,144.9461076471317
Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Doepel Way between Docklands Drive and Newquay Promenade approximately 9m North of 3 Doepel Way, Docklands, 3008",3.44,-37.81424654048936,144.93971599362945
Seat - Older Style Park Seat - Timber Slats,Seat,Seat - Older Style Park Seat - Timber Slats,Alexandra Park,3.84,-37.82803316991604,144.9847036987139
Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Village Street between Collins Street and McCrae Street approximately 49m North of 7 Brentani Way, Docklands, 3008",3.3,-37.82089411224271,144.95071915610671
Seat - Folding Seat,Seat,Seat - Folding Seat,"Westwood Place between Bourke Street and Little Collins Street approximately 39m SE of Marais, 73-77 Bourke Street, Melbourne, 3000",3.2,-37.81235020560951,144.9713663956543
Seat - Folding Seat,Seat,Seat - Folding Seat,"Westwood Place between Bourke Street and Little Collins Street approximately 40m SE of Marais, 73-77 Bourke Street, Melbourne, 3000",3.2,-37.812366471871336,144.97137424261817
Seat - Stainless Steel Straight Seat - Docklands,Seat,Seat - Stainless Steel Straight Seat - Docklands,"Village Street between Bourke Street and Collins Street approximately 12m West of Victorian Building Authority, 78 Village Street, Docklands, 3008",3.3,-37.81881569116414,144.94910692745867
Seat - Metal Bench,Seat,Seat - Metal Bench,"Rankins Road between Robertson Street and Macaulay Road approximately 23m West of Cawongla, 167 Rankins Road, Kensington, 3031",3.8,-37.794217077307344,144.9308354480929
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Wills Tower & Wills Court approximately 55m SE of City Mart Australia, 222 A'Beckett Street, Melbourne, 3000",3.25,-37.8107328495522,144.95717167247733
Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Royal Park,3.0,-37.77784591030512,144.9508375876027
Picnic Setting - Urban Design Style,Picnic Setting,Picnic Setting - unspecified,"Galada Avenue Reserve approximately 38m West of 32 Bunjil Way, Parkville, 3052",4.0,-37.77944219128613,144.93988686551876
Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Fawkner Park approximately 46m SE of Serco Australia Pty Limited, The Lodge, Fawkner Park, 1A Slater Street, South Yarra, 3141",3.0,-37.83906608123981,144.9785901888093
Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Fawkner Park approximately 45m SE of Serco Australia Pty Limited, The Lodge, Fawkner Park, 1A Slater Street, South Yarra, 3141",3.0,-37.83912973083831,144.9785077715096
Drinking Fountain - Drinking Fountain - Type 2 - Birrarung Marr,Drinking Fountain,Drinking Fountain - Drinking Fountain - Type 2,"Birrarung Marr approximately 73m SE of Birrarung Marr, Batman Avenue, Melbourne, 3000",3.0,-37.818466012455424,144.97388211503446
Seat - Metal Bench,Seat,Seat - Metal Bench,"Bellair Street between McMeikan Street and Coote Street approximately 5m SE of 114 Bellair Street, Kensington, 3031",2.82,-37.791967747234615,144.92972274555183
Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Royal Park,3.0,-37.79161017773107,144.95654995036193
Seat - Metal Bench,Seat,Seat - Metal Bench,"McCracken Street between Hopetoun Street and McMeikan Street approximately 3m SW of 6th Melbourne Scout Group Kensington, Scout Hall, 55 Mccracken Street, Kensington, 3031",2.83,-37.79193913582567,144.92783969918557
Seat - Straight Seat - Wooden Battens - Type 2 - Birrarung Marr,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Birrarung Marr approximately 60m SW of Artplay, Artplay, Birrarung Marr, Batman Avenue, Melbourne, 3000",3.0,-37.81867616793415,144.97110846336895
Seat - Straight Seat - Wooden Battens - Type 2 - Carlton Gardens South,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Carlton Gardens South,4.0,-37.80596425541177,144.9700053104404
Seat - Unclassified - Docklands Park,Seat,Seat - Unclassified,"Docklands Park approximately 80m East of 76 Geographe Street, Docklands, 3008",4.0,-37.82013380154784,144.94641121102157
Seat - Metal Seat - Royal Park,Seat,Seat - Metal Seat,"Royal Park approximately 52m South of Melbourne Zoo, ogical Gardens, Elliott Avenue, Parkville, 3052",3.0,-37.78581846118497,144.95317522695703
Seat - Concrete Bench Seat,Seat,Seat - Unclassified,"University Square approximately 33m East of Faculty Of Music, 151 Barry Street, Carlton, 3053",3.0,-37.80055091338128,144.96000503786547
Seat - Metal Bench,Seat,Seat - Metal Bench,"Stock Route Reserve approximately 47m SW of 17 The Lairidge, Kensington, 3031",1.25,-37.79002938015231,144.92404347555495
Seat - Metal Seat - Errol Street (NORTH MELBOURNE),Seat,Seat - Metal Seat,"Errol Street between Queensberry Street and Arden Street approximately 13m East of 109 Errol Street, North Melbourne, 3051",3.0,-37.80238895240012,144.94972032266165
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,Drinking Fountain,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"Flinders Street between Swanston Street and Elizabeth Street approximately 4m NE of Boost Juice, Lot 920, 241 Flinders Street, Melbourne, 3000",3.45,-37.81790669081536,144.96632571147111
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Queensbridge Square approximately 33m North of Queensbridge Square, 1A Queens Bridge Street, Southbank, 3006",3.44,-37.82095446557026,144.96169785405067
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Aquitania Way between Docklands Drive and Caravel Lane approximately 9m SE of Pampering Palms Studio, 2 Aquitania Way, Docklands, 3008",3.43,-37.813518957633015,144.94184553374924
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,Drinking Fountain,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"Victoria Harbour Promenade approximately 77m East of Victoria Harbour Promenade, 30 Victoria Harbour Promenade, Docklands, 3008",3.44,-37.81839331290141,144.94467796351668
Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"River Esplanade between Riggers Place and Straitsman Lane approximately 6m North of Anchor Eatery, 196 River Esplanade, Docklands, 3008",3.44,-37.8216625159487,144.93637414723227
Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"River Esplanade between Riggers Place and Straitsman Lane approximately 8m NE of 206 River Esplanade, Docklands, 3008",4.44,-37.82152119258668,144.93577154446214
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - North Melbourne Recreation Reserve,Drinking Fountain,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"North Melbourne Recreation Reserve approximately 90m North of Freyssinet Australia Pty Ltd, 217 Arden Street, North Melbourne, 3051",4.0,-37.79922710932603,144.94028139112405
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Queen Victoria Gardens,Drinking Fountain,Drinking Fountain - Leaf Type - With Bottle Refill Tap,Queen Victoria Gardens,4.87,-37.82249308106257,144.97114401537564
Seat - Metal Bench,Seat,Seat - Metal Bench,"Pitt Street between Canning Street and Rathdowne Street approximately 8m North of 59 Pitt Street, Carlton, 3053",2.92,-37.795701326662446,144.9712530768125
Seat - Metal Semi-circular Seats,Seat,Seat - Metal Semi-circular Seats,"Lygon Street between Argyle Place North and Grattan Street approximately 4m West of Watts Corner Shoe Store, Ground, 264-266 Lygon Street, Carlton, 3053",3.17,-37.800964796805125,144.96701243126194
Seat - Semi-circular Seats - Wooden Battens,Seat,Seat - Semi-circular Seats - Wooden Battens,"Queen Victoria Market approximately 6m West of Cafe Gilli, 76 Therry Street, Melbourne, 3000",2.01,-37.80731683838869,144.95875581389882
Seat - Metal Bench,Seat,Seat - Metal Bench,"Arden Street between Fogarty Street and Langford Street approximately 14m West of Citywide Service Solutions Pty Ltd, 294-296 Arden Street, North Melbourne, 3051",3.09,-37.799585405475646,144.9383701322602
Seat - Metal Bench,Seat,Seat - Metal Bench,"Victoria Street between Rathdowne Street and Drummond Street approximately 23m West of Madinah Next, 11-17 Victoria Street, Melbourne, 3000",1.15,-37.80730439416373,144.96787866121429
Seat - Metal Bench,Seat,Seat - Metal Bench,"Rathdowne Street between Palmerston Street and Pitt Street approximately 4m NW of Ziyka Pizza, 154 Rathdowne Street, Carlton, 3053",2.89,-37.79583873631228,144.97092235928093
Seat - Metal Bench,Seat,Seat - Metal Bench,"Elizabeth Street between A'Beckett Street and Franklin Street approximately 5m NE of Peter Pan's Backpacker Adventure Travel Pty Ltd, Ground, 451 Elizabeth Street, Melbourne, 3000",3.12,-37.80848781494212,144.96038816688568
Seat - Metal Seat,Seat,Seat - Metal Seat,"Grattan Street between Cardigan Street and Swanston Street approximately 55m NW of Domino's Pizza, Shop 2, Ground, 121 Grattan Street, Carlton, 3053",2.93,-37.80040964555842,144.96470496091158
Seat - Metal Seat,Seat,Seat - Metal Seat,"Kensington Road between Altona Street and Mercantile Parade approximately 42m South of 2 Fisken Walk, Kensington, 3031",3.17,-37.79618526940784,144.92426704340986
Seat - Metal Seat,Seat,Seat - Metal Seat,"Stockmans Way between Watkins Way and Colonial Place approximately 14m NW of 19-21 Stockmans Way, Kensington, 3031",2.87,-37.79129205043429,144.92229782434703
Seat - Metal Seat,Seat,Seat - Metal Seat,"St Kilda Road between Coventry Street and Dorcas Street approximately 55m North of Wesfarmers, Ground & Level 7, 324 St Kilda Road, Southbank, 3006",3.0,-37.8290529839649,144.97102239732982
Seat - Metal Seat,Seat,Seat - Metal Seat,"Dodds Street between Miles Street and Coventry Street approximately 13m South of AAW Global Logistics Pty Ltd, 102 Dodds Street, Southbank, 3006",2.99,-37.82879602109063,144.96701341075217
Seat - Metal Seat,Seat,Seat - Metal Seat,"Moore Street between Southbank Boulevard and Southern Link Road approximately 35m North of Victorian Institute Of Forensic Medicine, Victorian Institute of Forensic Medicine, 54 Moore Street, Southbank, 3006",2.63,-37.82462006589188,144.9655733705458
Seat - Metal Seat,Seat,Seat - Metal Seat,"Powlett Street between Wellington Parade and George Street approximately 9m NW of 7-Eleven, 142 Wellington Parade, East Melbourne, 3002",3.05,-37.81620656427979,144.98535674753404
Seat - Metal Seat,Seat,Seat - Metal Seat,"Weedon Reserve approximately 23m SW of BeetBox, 10 Wellington Parade, East Melbourne, 3002",2.93,-37.816917152118656,144.98948550447378
Seat - Metal Seat,Seat,Seat - Metal Seat,"La Trobe Street between King Street and Spencer Street approximately 26m NE of William Angliss Institute of Tafe, Courtyard & Carpark, 525-535 La Trobe Street, Melbourne, 3000",3.09,-37.81267142632501,144.95360960267894
Seat - Stainless Steel Bench - Docklands,Seat,Seat - Stainless Steel Bench - Docklands,"Rakaia Way between Caravel Lane and Newquay Promenade approximately 13m West of Bhoj Docklands, Tenancy 4-5, 54 Newquay Promenade, Docklands, 3008",3.44,-37.81490833940933,144.9411985291403
Seat - Metal Seat,Seat,Seat - Metal Seat,"Domain Road between Park Street and Leopold Street approximately 17m East of Carpark, 193 Domain Road, South Yarra, 3141",3.05,-37.834258520249705,144.9829895507229
